razao_social;cnpj;placa;servico_regular;servico_fretado;servico_semiurbano;data_validade_csv;validade_seguro
A.C.Z PEREIRA - TRANSPORTES - EIRELI - ME;21.145.838/0001-43;AJP-9380;Não;Sim;Não;22/05/2020;02/10/2020
A.C.Z PEREIRA - TRANSPORTES - EIRELI - ME;21.145.838/0001-43;MXC-4D20;Não;Sim;Não;06/03/2020;25/10/2020
A.D.M TURISMO LTDA - ME;01.320.066/0001-21;AZQ-7095;Não;Sim;Não;15/10/2020;25/10/2020
A.F.T-TRANSPORTES DE TURISMO LTDA;09.005.652/0001-93;IAF-7253;Não;Sim;Não;17/07/2020;29/09/2020
A.F.T-TRANSPORTES DE TURISMO LTDA;09.005.652/0001-93;IHR-2286;Não;Sim;Não;29/02/2020;10/10/2020
A.F.T-TRANSPORTES DE TURISMO LTDA;09.005.652/0001-93;ILS-4861;Não;Sim;Não;17/07/2020;04/12/2019
A.F.T-TRANSPORTES DE TURISMO LTDA;09.005.652/0001-93;JQP-9953;Não;Sim;Não;15/07/2020;26/11/2020
A.F.T-TRANSPORTES DE TURISMO LTDA;09.005.652/0001-93;JRO-7222;Não;Sim;Não;14/11/2020;06/12/2019
A.G. LOCADORA DA MONTANHA DE VEÍCULOS LTDA;10.687.831/0001-37;GIW-4318;Não;Sim;Não;07/02/2020;02/03/2020
A.G.A. TRANSPORTE E TURISMO - EIRELI;10.467.081/0001-98;BUS-5065;Não;Sim;Não;17/04/2020;03/02/2020
A.G.A. TRANSPORTE E TURISMO - EIRELI;10.467.081/0001-98;GVH-6034;Não;Sim;Não;01/03/2020;07/05/2020
A.INICIAL TRANSPORTE DE PASSAGEIROS E SERVICOS LTDA;08.807.068/0001-99;DPE-8438;Não;Sim;Não;28/12/2019;15/07/2020
A.J. VIDOTTI & CIA LTDA;11.487.926/0001-70;AUR-0105;Não;Sim;Não;22/01/2020;08/02/2020
A.J. VIDOTTI & CIA LTDA;11.487.926/0001-70;AZK-8270;Não;Sim;Não;21/01/2020;02/12/2019
A.J.LOCACOES DE VEICULOS LTDA;02.538.968/0001-00;AYZ-5580;Não;Sim;Não;30/08/2020;20/10/2020
A.M. MENDES TRANSPORTE E TURISMO LTDA - ME;19.250.960/0001-38;IAI-6813;Não;Sim;Não;26/04/2020;02/05/2020
A.M. MENDES TRANSPORTE E TURISMO LTDA - ME;19.250.960/0001-38;JIT-5787;Não;Sim;Não;19/02/2020;06/02/2020
A.M. MENDES TRANSPORTE E TURISMO LTDA - ME;19.250.960/0001-38;JJW-8899;Não;Sim;Não;04/11/2020;17/10/2020
A.M. MENDES TRANSPORTE E TURISMO LTDA - ME;19.250.960/0001-38;OVO-1650;Não;Sim;Não;13/12/2019;10/12/2019
A.M. MENDES TRANSPORTE E TURISMO LTDA - ME;19.250.960/0001-38;PBM-0035;Não;Sim;Não;28/06/2020;06/02/2020
A.M. TRANSPORTE E TURISMO EIRELI;11.088.070/0001-60;LKK-1818;Não;Sim;Não;12/12/2019;22/10/2020
A.M.G. ALVES TRANSPORTES LTDA;10.142.069/0001-03;FDB-9614;Não;Sim;Não;01/10/2020;24/10/2020
A.M.PORTO LOCAÇÃO E TRANSPORTE EIRELI;15.287.403/0001-30;DRI-8123;Não;Sim;Não;12/09/2020;13/09/2020
A.M.PORTO LOCAÇÃO E TRANSPORTE EIRELI;15.287.403/0001-30;GBM-0477;Não;Sim;Não;06/06/2020;07/03/2020
A.M.T. TRANSPORTES LTDA - ME;21.715.187/0001-80;AXE-4122;Não;Sim;Não;07/08/2020;20/09/2020
A.M.T. TRANSPORTES LTDA - ME;21.715.187/0001-80;AYO-3172;Não;Sim;Não;14/03/2020;04/10/2020
A.OLIVEIRA TRANSPORTES EIRELI;17.593.239/0001-15;ATI-2476;Não;Sim;Não;24/10/2020;19/01/2020
A.OLIVEIRA TRANSPORTES EIRELI;17.593.239/0001-15;ATI-2488;Não;Sim;Não;07/01/2020;19/01/2020
A.OLIVEIRA TRANSPORTES EIRELI;17.593.239/0001-15;ATI-2629;Não;Sim;Não;04/11/2020;19/01/2020
A.OLIVEIRA TRANSPORTES EIRELI;17.593.239/0001-15;BUD-4527;Não;Sim;Não;08/01/2020;19/01/2020
A.OLIVEIRA TRANSPORTES EIRELI;17.593.239/0001-15;CYB-6833;Não;Sim;Não;18/05/2020;19/01/2020
A.OLIVEIRA TRANSPORTES EIRELI;17.593.239/0001-15;DJF-2756;Não;Sim;Não;25/04/2020;19/01/2020
A.OLIVEIRA TRANSPORTES EIRELI;17.593.239/0001-15;DVT-4886;Não;Sim;Não;25/01/2020;19/01/2020
A.P. DUARTE & CIA LTDA;08.475.237/0001-30;ISC-1335;Não;Sim;Não;30/09/2020;14/10/2020
A.P. DUARTE & CIA LTDA;08.475.237/0001-30;IWD-2014;Não;Sim;Não;02/09/2020;21/08/2020
A.P. DUARTE & CIA LTDA;08.475.237/0001-30;IXQ-2014;Não;Sim;Não;08/08/2020;05/09/2020
A.P. DUARTE & CIA LTDA;08.475.237/0001-30;IZG-1C86;Não;Sim;Não;24/04/2020;22/04/2020
A.P. DUARTE & CIA LTDA;08.475.237/0001-30;JDN-2590;Não;Sim;Não;17/08/2020;23/08/2020
A.R. TRANSPORTE: FRETAMENTOS E LOCACAO DE VEICULOS LTDA;06.025.302/0001-09;ENU-0279;Não;Sim;Não;20/09/2020;24/09/2020
A.R. TROLEIS & CIA LTDA-ME;07.640.090/0001-24;AWA-3016;Não;Sim;Não;24/09/2020;26/07/2020
A.S TURISMO EXECUTIVO EIRELI;27.464.426/0001-52;EFV-3I99;Não;Sim;Não;29/08/2020;16/08/2020
A.S TURISMO EXECUTIVO EIRELI;27.464.426/0001-52;JQO-1H98;Não;Sim;Não;16/10/2020;10/10/2020
A.S TURISMO EXECUTIVO EIRELI;27.464.426/0001-52;OEN-3244;Não;Sim;Não;05/09/2020;27/08/2020
A.S. TRANSPORTES LTDA;57.705.097/0001-55;CSR-7111;Não;Sim;Não;17/05/2020;22/12/2019
A.S. TRANSPORTES LTDA;57.705.097/0001-55;EOO-5119;Não;Sim;Não;20/05/2020;22/12/2019
A.S. TRANSPORTES LTDA;57.705.097/0001-55;ESP-3548;Não;Sim;Não;23/04/2020;22/12/2019
A.S. TRANSPORTES LTDA;57.705.097/0001-55;ESS-8387;Não;Sim;Não;24/06/2020;22/12/2019
A.S. TRANSPORTES LTDA;57.705.097/0001-55;EUO-6030;Não;Sim;Não;21/03/2020;22/12/2019
A.S. TRANSPORTES LTDA;57.705.097/0001-55;EWC-7463;Não;Sim;Não;24/06/2020;22/12/2019
A.S. TRANSPORTES LTDA;57.705.097/0001-55;FID-5335;Não;Sim;Não;01/08/2020;22/12/2019
A.S. TRANSPORTES LTDA;57.705.097/0001-55;FLJ-4004;Não;Sim;Não;15/05/2020;22/12/2019
A.S. TRANSPORTES LTDA;57.705.097/0001-55;FSB-3053;Não;Sim;Não;20/05/2020;22/12/2019
A.S. TRANSPORTES LTDA;57.705.097/0001-55;FTU-0083;Não;Sim;Não;04/06/2020;22/12/2019
A.S. TRANSPORTES LTDA;57.705.097/0001-55;FVR-5506;Não;Sim;Não;10/07/2020;22/12/2019
A.S. TRANSPORTES LTDA;57.705.097/0001-55;GAH-5797;Não;Sim;Não;01/10/2020;22/12/2019
A.S. TRANSPORTES LTDA;57.705.097/0001-55;GBM-2308;Não;Sim;Não;01/08/2020;22/12/2019
A.S. TRANSPORTES LTDA;57.705.097/0001-55;GBP-4434;Não;Sim;Não;31/07/2020;22/12/2019
A.S. TRANSPORTES LTDA;57.705.097/0001-55;GBS-5708;Não;Sim;Não;22/03/2020;22/12/2019
A.S. TRANSPORTES LTDA;57.705.097/0001-55;GCN-8757;Não;Sim;Não;03/07/2020;22/12/2019
A.S. TRANSPORTES LTDA;57.705.097/0001-55;GCY-3646;Não;Sim;Não;11/11/2020;22/12/2019
A.S. TRANSPORTES LTDA;57.705.097/0001-55;GCZ-8958;Não;Sim;Não;04/09/2020;22/12/2019
A.S. TRANSPORTES LTDA;57.705.097/0001-55;GDC-2026;Não;Sim;Não;10/10/2020;22/12/2019
A.S. TRANSPORTES LTDA;57.705.097/0001-55;GDZ-3576;Não;Sim;Não;11/06/2020;22/12/2019
A.S. TRANSPORTES LTDA;57.705.097/0001-55;GFP-6617;Não;Sim;Não;24/06/2020;22/12/2019
A.S. TRANSPORTES LTDA;57.705.097/0001-55;GGB-8423;Não;Sim;Não;24/06/2020;22/12/2019
A.S. TRANSPORTES LTDA;57.705.097/0001-55;GHX-1889;Não;Sim;Não;24/06/2020;22/12/2019
A.S. TRANSPORTES LTDA;57.705.097/0001-55;GIG-7371;Não;Sim;Não;25/04/2020;22/12/2019
A.S. TRANSPORTES LTDA;57.705.097/0001-55;GIJ-0898;Não;Sim;Não;12/11/2020;22/12/2019
A.S. TRANSPORTES LTDA;57.705.097/0001-55;GIT-2161;Não;Sim;Não;02/09/2020;22/12/2019
A.S. TRANSPORTES LTDA;57.705.097/0001-55;GIW-8617;Não;Sim;Não;10/10/2020;22/12/2019
A.S. TRANSPORTES LTDA;57.705.097/0001-55;GJB-1565;Não;Sim;Não;11/11/2020;22/12/2019
A.S. VIAGENS E TURISMO LTDA;14.479.211/0001-63;IWQ-5C49;Não;Sim;Não;21/06/2020;28/06/2020
A.S. XAVIER DA SILVA FRETAMENTO EIRELI-ME;04.710.170/0001-10;FZN-8990;Não;Sim;Não;10/01/2020;06/08/2020
A.S. XAVIER DA SILVA FRETAMENTO EIRELI-ME;04.710.170/0001-10;HGJ-1670;Não;Sim;Não;29/10/2020;06/08/2020
A.S. XAVIER DA SILVA FRETAMENTO EIRELI-ME;04.710.170/0001-10;HGJ-1681;Não;Sim;Não;02/07/2020;06/08/2020
A.S. XAVIER DA SILVA FRETAMENTO EIRELI-ME;04.710.170/0001-10;HGJ-1687;Não;Sim;Não;19/08/2020;06/08/2020
A.S. XAVIER DA SILVA FRETAMENTO EIRELI-ME;04.710.170/0001-10;JHX-2323;Não;Sim;Não;05/02/2020;06/08/2020
A.S. XAVIER DA SILVA FRETAMENTO EIRELI-ME;04.710.170/0001-10;JIG-0897;Não;Sim;Não;01/11/2020;06/08/2020
A.S. XAVIER DA SILVA FRETAMENTO EIRELI-ME;04.710.170/0001-10;KVA-2425;Não;Sim;Não;13/03/2020;06/08/2020
A.S. XAVIER DA SILVA FRETAMENTO EIRELI-ME;04.710.170/0001-10;LKU-6974;Não;Sim;Não;17/12/2019;06/08/2020
A.S.A TURISMO LTDA. - ME;10.611.098/0001-77;PZW-9925;Não;Sim;Não;17/07/2020;29/08/2020
A.S.A TURISMO LTDA. - ME;10.611.098/0001-77;QOB-8604;Não;Sim;Não;18/04/2020;02/04/2020
A.S.A TURISMO LTDA. - ME;10.611.098/0001-77;QQL-7198;Não;Sim;Não;29/03/2020;08/04/2020
A.S.S. TURISMO LTDA - ME;82.342.510/0001-01;AWM-1488;Não;Sim;Não;01/10/2020;05/02/2020
A.S.S. TURISMO LTDA - ME;82.342.510/0001-01;AWM-1489;Não;Sim;Não;01/10/2020;05/02/2020
A.S.S. TURISMO LTDA - ME;82.342.510/0001-01;AWM-1497;Não;Sim;Não;01/10/2020;05/02/2020
A.S.S. TURISMO LTDA - ME;82.342.510/0001-01;AZT-4568;Não;Sim;Não;04/04/2020;16/07/2020
A.V. TRANSPORTES UNIVERSITARIO EIRELI;05.520.905/0001-06;AZH-8311;Não;Sim;Não;04/10/2020;25/11/2020
A.V. TRANSPORTES UNIVERSITARIO EIRELI;05.520.905/0001-06;BAI-4198;Não;Sim;Não;27/05/2020;25/11/2020
A.V.K. TRANSPORTES RODOVIARIOS INTERMUNICIPAIS LTDA - ME;03.919.510/0001-55;AVK-5998;Não;Sim;Não;15/05/2020;25/09/2020
A3P TRANSPORTES TURISMO E DESPACHANTE EIRELI;27.122.540/0001-02;LRI-6293;Não;Sim;Não;04/10/2020;25/09/2020
A4S TRANSPORTE LTDA-ME;19.747.432/0001-99;GVI-4880;Não;Sim;Não;22/05/2020;01/11/2020
A4S TRANSPORTE LTDA-ME;19.747.432/0001-99;GVJ-9299;Não;Sim;Não;14/05/2020;27/07/2020
A4S TRANSPORTE LTDA-ME;19.747.432/0001-99;HIJ-5102;Não;Sim;Não;11/07/2020;01/11/2020
A4S TRANSPORTE LTDA-ME;19.747.432/0001-99;LOE-9113;Não;Sim;Não;23/01/2020;01/11/2020
AA TRANSPORTE E TURISMO DE PASSAGEIROS LTDA ME;24.145.143/0001-50;MGB-6968;Não;Sim;Não;10/10/2020;07/08/2020
AAVA SOLUCOES E TRANSPORTE LTDA;18.087.315/0001-83;KRV-6G14;Não;Sim;Não;11/03/2020;19/12/2019
AAVA SOLUCOES E TRANSPORTE LTDA;18.087.315/0001-83;KWM-9862;Não;Sim;Não;13/04/2020;19/12/2019
AAVA SOLUCOES E TRANSPORTE LTDA;18.087.315/0001-83;KWU-9220;Não;Sim;Não;03/06/2020;19/12/2019
AAVA SOLUCOES E TRANSPORTE LTDA;18.087.315/0001-83;LMD-5308;Não;Sim;Não;24/09/2020;19/12/2019
AAVA SOLUCOES E TRANSPORTE LTDA;18.087.315/0001-83;LMH-6235;Não;Sim;Não;02/10/2020;19/12/2019
AAVA SOLUCOES E TRANSPORTE LTDA;18.087.315/0001-83;LRO-3166;Não;Sim;Não;05/02/2020;19/12/2019
AAVA SOLUCOES E TRANSPORTE LTDA;18.087.315/0001-83;LSG-4059;Não;Sim;Não;09/04/2020;19/12/2019
AAVA SOLUCOES E TRANSPORTE LTDA;18.087.315/0001-83;LSQ-4993;Não;Sim;Não;18/06/2020;19/12/2019
AAVA SOLUCOES E TRANSPORTE LTDA;18.087.315/0001-83;LTO-1H21;Não;Sim;Não;28/12/2019;19/12/2019
AAVA SOLUCOES E TRANSPORTE LTDA;18.087.315/0001-83;OZQ-0700;Não;Sim;Não;16/04/2020;19/12/2019
AB TRANSPORTE DE PASSAGEIROS LTDA-ME;23.820.240/0001-38;IGT-6590;Não;Sim;Não;15/02/2020;30/01/2020
AB TRANSPORTE DE PASSAGEIROS LTDA-ME;23.820.240/0001-38;KOD-1031;Não;Sim;Não;16/10/2020;30/01/2020
AB TURISMO LTDA;04.359.891/0001-28;BSF-9892;Não;Sim;Não;04/12/2019;11/04/2020
AB TURISMO LTDA;04.359.891/0001-28;MLF-8987;Não;Sim;Não;21/02/2020;11/04/2020
AB TURISMO LTDA;04.359.891/0001-28;QTK-2030;Não;Sim;Não;08/03/2020;11/04/2020
AB TURISMO LTDA;04.359.891/0001-28;QTK-4030;Não;Sim;Não;19/03/2020;11/04/2020
AB VIA CERTA TRANSPORTE & TURISMO LTDA;04.132.184/0001-02;ISU-9539;Não;Sim;Não;25/09/2020;28/08/2020
AB VIA CERTA TRANSPORTE & TURISMO LTDA;04.132.184/0001-02;IVF-9712;Não;Sim;Não;15/05/2020;28/08/2020
ABATTI & FERNANDES DE OLIVEIRA VIAGENS E TURISMO LTDA ME;14.073.554/0001-23;AXB-7888;Não;Sim;Não;26/02/2020;20/12/2019
ABATTI & FERNANDES DE OLIVEIRA VIAGENS E TURISMO LTDA ME;14.073.554/0001-23;MDD-2567;Não;Sim;Não;27/09/2020;20/12/2019
ABATTI & FERNANDES DE OLIVEIRA VIAGENS E TURISMO LTDA ME;14.073.554/0001-23;MDE-7988;Não;Sim;Não;18/12/2019;20/12/2019
ABATTI & FERNANDES DE OLIVEIRA VIAGENS E TURISMO LTDA ME;14.073.554/0001-23;QHS-4565;Não;Sim;Não;06/02/2020;20/12/2019
ABBATUR TRANSPORTE, TURISMO E LOCACAO LTDA;07.293.334/0001-40;ABX-0182;Não;Sim;Não;29/04/2020;20/12/2019
ABBATUR TRANSPORTE, TURISMO E LOCACAO LTDA;07.293.334/0001-40;ANO-5016;Não;Sim;Não;24/06/2020;20/12/2019
ABBATUR TRANSPORTE, TURISMO E LOCACAO LTDA;07.293.334/0001-40;ANO-5217;Não;Sim;Não;16/01/2020;20/12/2019
ABBATUR TRANSPORTE, TURISMO E LOCACAO LTDA;07.293.334/0001-40;AZG-1303;Não;Sim;Não;25/06/2020;20/12/2019
ABBATUR TRANSPORTE, TURISMO E LOCACAO LTDA;07.293.334/0001-40;AZG-4514;Não;Sim;Não;29/07/2020;20/12/2019
ABBATUR TRANSPORTE, TURISMO E LOCACAO LTDA;07.293.334/0001-40;AZX-1305;Não;Sim;Não;01/07/2020;20/12/2019
ABBATUR TRANSPORTE, TURISMO E LOCACAO LTDA;07.293.334/0001-40;BBU-1705;Não;Sim;Não;26/06/2020;20/12/2019
ABELARDO JOSE DA SILVA EIRELI;05.202.531/0001-80;BTS-1807;Não;Sim;Não;28/02/2020;19/08/2020
ABELARDO JOSE DA SILVA EIRELI;05.202.531/0001-80;KNC-5368;Não;Sim;Não;15/02/2020;19/08/2020
ABELAZERI AGENCIA DE VIAGENS E TURISMO LTDA;06.374.378/0001-31;JIG-1107;Não;Sim;Não;25/06/2020;06/08/2020
ABELAZERI AGENCIA DE VIAGENS E TURISMO LTDA;06.374.378/0001-31;MDE-4077;Não;Sim;Não;15/03/2020;03/04/2020
ABELAZERI AGENCIA DE VIAGENS E TURISMO LTDA;06.374.378/0001-31;MKB-7307;Não;Sim;Não;09/08/2020;05/10/2020
ABELAZERI AGENCIA DE VIAGENS E TURISMO LTDA;06.374.378/0001-31;OLL-6330;Não;Sim;Não;09/10/2020;05/10/2020
ABENCOADO LOCACAO DE VEICULOS LTDA;21.612.044/0001-42;QUS-6797;Não;Sim;Não;24/10/2020;22/10/2020
ABENCOADOS TOUR TURISMO LTDA - ME;21.762.768/0001-72;AME-9657;Não;Sim;Não;06/06/2020;06/09/2020
ABENCOADOS TOUR TURISMO LTDA - ME;21.762.768/0001-72;KNT-6D69;Não;Sim;Não;22/07/2020;22/07/2020
ABENCOADOS TOUR TURISMO LTDA - ME;21.762.768/0001-72;LCL-7E11;Não;Sim;Não;21/12/2019;04/06/2020
ABENCOADOS TOUR TURISMO LTDA - ME;21.762.768/0001-72;LLF-4H14;Não;Sim;Não;17/12/2019;18/12/2019
ABENCOADOS TOUR TURISMO LTDA - ME;21.762.768/0001-72;LOF-1677;Não;Sim;Não;26/12/2019;02/09/2020
ABENCOADOS TOUR TURISMO LTDA - ME;21.762.768/0001-72;LOM-0J02;Não;Sim;Não;24/04/2020;22/10/2020
ABENCOADOS TOUR TURISMO LTDA - ME;21.762.768/0001-72;LPG-9J77;Não;Sim;Não;03/10/2020;03/10/2020
ABENCOADOS TOUR TURISMO LTDA - ME;21.762.768/0001-72;LPR-9A76;Não;Sim;Não;20/12/2019;20/12/2019
ABENCOADOS TOUR TURISMO LTDA - ME;21.762.768/0001-72;LPU-0I22;Não;Sim;Não;29/12/2019;30/01/2020
ABENCOADOS TOUR TURISMO LTDA - ME;21.762.768/0001-72;LUF-3B91;Não;Sim;Não;03/07/2020;01/07/2020
ABIB & BERNARDO TURISMO LTDA;32.073.349/0001-40;BWL-6458;Não;Sim;Não;18/05/2020;04/09/2020
AC TRANSPORTES E SERVIÇOS LTDA - EPP;04.205.633/0001-97;GVQ-5861;Não;Sim;Não;21/12/2019;12/05/2020
AC TRANSPORTES E SERVIÇOS LTDA - EPP;04.205.633/0001-97;OQA-1163;Não;Sim;Não;07/05/2020;12/05/2020
AC TRANSPORTES E SERVIÇOS LTDA - EPP;04.205.633/0001-97;PUB-3799;Não;Sim;Não;27/06/2020;12/05/2020
AC TRANSPORTES E SERVIÇOS LTDA - EPP;04.205.633/0001-97;PUC-0349;Não;Sim;Não;05/07/2020;12/05/2020
AC TRANSPORTES E SERVIÇOS LTDA - EPP;04.205.633/0001-97;PUQ-2694;Não;Sim;Não;27/08/2020;12/05/2020
AC TRANSPORTES E SERVIÇOS LTDA - EPP;04.205.633/0001-97;PXA-1083;Não;Sim;Não;05/11/2020;12/05/2020
AC TRANSPORTES E SERVIÇOS LTDA - EPP;04.205.633/0001-97;PYU-6670;Não;Sim;Não;08/05/2020;12/05/2020
AC TRANSPORTES E SERVIÇOS LTDA - EPP;04.205.633/0001-97;QNI-9115;Não;Sim;Não;12/12/2019;12/05/2020
AC TRANSPORTES E SERVIÇOS LTDA - EPP;04.205.633/0001-97;QNI-9120;Não;Sim;Não;11/12/2019;12/05/2020
AC TRANSPORTES E SERVIÇOS LTDA - EPP;04.205.633/0001-97;QPN-5255;Não;Sim;Não;05/11/2020;12/05/2020
AC VIAGENS E TURISMO LTDA-ME;05.388.223/0001-91;AJM-7592;Não;Sim;Não;12/12/2019;26/09/2020
AC VIAGENS E TURISMO LTDA-ME;05.388.223/0001-91;AJM-7F92;Não;Sim;Não;08/04/2020;26/09/2020
AC VIAGENS E TURISMO LTDA-ME;05.388.223/0001-91;KEU-6G61;Não;Sim;Não;18/05/2020;30/10/2020
AC VIAGENS E TURISMO LTDA-ME;05.388.223/0001-91;MBY-8I99;Não;Sim;Não;08/04/2020;26/09/2020
ACACIOTUR TURISMO LTDA;13.633.520/0001-83;ION-5629;Não;Sim;Não;05/12/2019;03/12/2019
AÇÃO E SOLUÇÃO VIAGENS E TURISMO LTDA;13.069.668/0001-37;LMW-8B51;Não;Sim;Não;06/06/2020;10/06/2020
AÇÃO E SOLUÇÃO VIAGENS E TURISMO LTDA;13.069.668/0001-37;LSB-6495;Não;Sim;Não;17/09/2020;28/06/2020
ACAO TRANSPORTES E TURISMO LTDA;02.198.980/0001-04;DTC-6913;Não;Sim;Não;14/12/2019;08/12/2019
ACAO TRANSPORTES E TURISMO LTDA;02.198.980/0001-04;EZU-4545;Não;Sim;Não;30/01/2020;08/12/2019
ACAO TRANSPORTES E TURISMO LTDA;02.198.980/0001-04;FFN-2851;Não;Sim;Não;04/07/2020;08/12/2019
ACAO TRANSPORTES E TURISMO LTDA;02.198.980/0001-04;FOW-0046;Não;Sim;Não;28/06/2020;08/12/2019
ACAO TRANSPORTES E TURISMO LTDA;02.198.980/0001-04;FRD-8280;Não;Sim;Não;20/02/2020;08/12/2019
ACAO TRANSPORTES E TURISMO LTDA;02.198.980/0001-04;FTL-1511;Não;Sim;Não;04/02/2020;08/12/2019
ACAO TRANSPORTES E TURISMO LTDA;02.198.980/0001-04;KNZ-2362;Não;Sim;Não;10/07/2020;08/12/2019
ACAO TRANSPORTES E TURISMO LTDA;02.198.980/0001-04;LLZ-9141;Não;Sim;Não;01/07/2020;08/12/2019
ACAO TRANSPORTES E TURISMO LTDA;02.198.980/0001-04;LRE-4139;Não;Sim;Não;28/06/2020;08/12/2019
ACC TRANSPORTES E LOCACOES EIRELI - ME;24.109.624/0001-00;ATO-2447;Não;Sim;Não;18/12/2019;28/02/2020
ACC TRANSPORTES E LOCACOES EIRELI - ME;24.109.624/0001-00;JHX-0663;Não;Sim;Não;26/02/2020;28/02/2020
ACC TRANSPORTES E LOCACOES EIRELI - ME;24.109.624/0001-00;LPM-8666;Não;Sim;Não;14/02/2020;28/02/2020
ACCATUR TRANSPORTE TURISTICO LTDA ME;05.585.701/0001-53;ABW-3693;Não;Sim;Não;04/04/2020;24/09/2020
ACCATUR TRANSPORTE TURISTICO LTDA ME;05.585.701/0001-53;HYF-1480;Não;Sim;Não;07/02/2020;24/09/2020
ACCESS FRETAMENTO E TURISMO LTDA;27.467.357/0001-30;BAE-8612;Não;Sim;Não;17/07/2020;16/03/2020
ACD TRANSPORTES LTDA - ME;05.036.700/0001-50;MJP-7907;Não;Sim;Não;22/10/2020;07/05/2020
ACD TRANSPORTES LTDA - ME;05.036.700/0001-50;MMJ-0912;Não;Sim;Não;23/08/2020;23/08/2020
ACEL TURISMO EIRELI;22.635.670/0001-17;JFQ-9448;Não;Sim;Não;04/02/2020;08/01/2020
ACEL TURISMO EIRELI;22.635.670/0001-17;JHJ-3574;Não;Sim;Não;14/12/2019;11/09/2020
ACEL TURISMO EIRELI;22.635.670/0001-17;JHK-0209;Não;Sim;Não;03/01/2020;25/04/2020
ACEL TURISMO EIRELI;22.635.670/0001-17;KPB-1248;Não;Sim;Não;08/01/2020;12/06/2020
ACESSIVEL LOCADORA EXECUTIVE LTDA - EPP;04.472.383/0001-51;GHX-8989;Não;Sim;Não;27/03/2020;30/05/2020
ACF VANS EIRELI - ME;23.774.010/0001-80;CAW-0314;Não;Sim;Não;25/09/2020;24/09/2020
ACL LOCACOES DE VANS EIRELI;19.237.004/0001-16;HKI-6232;Não;Sim;Não;19/11/2020;26/02/2020
ACM TRANSPORTE E TURISMO LTDA ME;08.809.314/0001-41;HSF-8539;Não;Sim;Não;02/08/2020;26/02/2020
ACM TRANSPORTE E TURISMO LTDA ME;08.809.314/0001-41;JZT-5734;Não;Sim;Não;19/11/2020;26/02/2020
ACM TRANSPORTE E TURISMO LTDA ME;08.809.314/0001-41;PXN-6206;Não;Sim;Não;26/04/2020;26/02/2020
ACN TRANSPORTES TURÍSTICOS LTDA.;02.270.984/0001-56;BXF-0468;Não;Sim;Não;08/01/2020;05/12/2019
ACN TRANSPORTES TURÍSTICOS LTDA.;02.270.984/0001-56;CPN-5495;Não;Sim;Não;28/01/2020;05/12/2019
ACN TRANSPORTES TURÍSTICOS LTDA.;02.270.984/0001-56;GVJ-9970;Não;Sim;Não;08/01/2020;05/12/2019
ACOR TECNOLOGIA E TRANSPORTES LTDA;27.871.998/0001-56;EMB-2C23;Não;Sim;Não;06/02/2020;16/01/2020
ACORIP VIAGENS E TURISMO LTDA;10.991.259/0001-03;IZE-1C43;Não;Sim;Não;18/03/2020;18/03/2020
ACYR DE PAULA NEVES TRANSPORTES EIRELI;24.137.777/0001-60;LXW-6059;Não;Sim;Não;27/02/2020;08/08/2020
ACZ VIAGENS LTDA - ME;02.022.625/0001-80;CRY-7603;Não;Sim;Não;29/10/2020;06/05/2020
ACZ VIAGENS LTDA - ME;02.022.625/0001-80;INA-2D83;Não;Sim;Não;31/10/2020;09/08/2020
ACZ VIAGENS LTDA - ME;02.022.625/0001-80;IYQ-9012;Não;Sim;Não;09/08/2020;09/08/2020
ACZ VIAGENS LTDA - ME;02.022.625/0001-80;JCZ-9669;Não;Sim;Não;24/09/2020;13/10/2020
AD TURISMO LTDA - ME;24.977.184/0001-02;GKW-3420;Não;Sim;Não;09/05/2020;29/03/2020
AD TURISMO LTDA - ME;24.977.184/0001-02;KOD-1850;Não;Sim;Não;05/03/2020;04/09/2020
AD TURISMO LTDA - ME;04.289.814/0001-49;MJV-5195;Não;Sim;Não;30/07/2020;03/12/2019
AD TURISMO LTDA - ME;04.289.814/0001-49;MLB-3226;Não;Sim;Não;26/09/2020;03/12/2019
AD TURISMO LTDA - ME;04.289.814/0001-49;QHR-3508;Não;Sim;Não;07/11/2020;03/12/2019
AD TURISMO LTDA - ME;04.289.814/0001-49;QJL-3451;Não;Sim;Não;01/03/2020;03/12/2019
AD TURISMO LTDA - ME;04.289.814/0001-49;QTK-7105;Não;Sim;Não;24/07/2020;03/12/2019
ADAIR BERTHOLDO TRANSPORTE TURISTICO EIRELI - ME;18.272.527/0001-30;BCV-4H56;Não;Sim;Não;09/01/2020;03/08/2020
ADAIR E LORIZETE TUR LTDA ME;03.699.358/0001-42;QIY-7003;Não;Sim;Não;30/04/2020;13/03/2020
ADAO LOPES DIEDOVIEC & CIA LTDA. - ME;28.068.073/0001-34;GVP-7351;Não;Sim;Não;03/05/2020;25/08/2020
ADEILDO BEZERRA DE SOUZA EIRELI - ME;02.521.278/0001-30;AKH-8772;Não;Sim;Não;01/01/2020;08/10/2020
ADEMILSON DE OLIVEIRA SILVA - ME;22.121.183/0001-36;CZB-0121;Não;Sim;Não;24/03/2020;03/10/2020
ADEMILSON DE OLIVEIRA SILVA - ME;22.121.183/0001-36;GXH-5150;Não;Sim;Não;03/05/2020;06/05/2020
