razao_social;cnpj;placa;servico_regular;servico_fretado;servico_semiurbano;data_validade_csv;validade_seguro;ano_fabricacao;categoria_veiculo;nr_assentos_categoria;nr_assentos;acessibilidade;tipo_veiculo
VIACAO TRES CORACOES LTDA;25.239.617/0001-95;AMG-9158;Não;Sim;Não;2025-03-12;2025-01-08;2004;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
LEXTUR TRANSP E TURISMO LTDA;51.255.234/0001-10;AMH-1A98;Não;Sim;Não;2025-02-28;2024-12-26;2004;Executivo;58;58;Q - Cadeira de transbordo;Ônibus
VIAJEI E GOSTEI LTDA;50.110.902/0001-59;AMI-9E05;Não;Sim;Não;2025-05-19;2025-05-26;2004;Executivo;26;26;Q - Cadeira de transbordo;Ônibus
CATLLEYA TURISMO LTDA;42.418.078/0001-70;AMI-9E09;Não;Sim;Não;2025-04-16;2025-04-10;2004;Executivo;26;26;Q - Cadeira de transbordo;Ônibus
R A CALIN CORTEZ TRANSPORTES LTDA;40.620.470/0001-72;AMK-2F95;Não;Sim;Não;2025-05-01;2025-02-08;2004;Executivo;48;48;Q - Cadeira de transbordo;Ônibus
SANTOS DIAS TRANSPORTE RODOVIARIO LTDA;31.847.283/0001-35;AMK-9686;Não;Sim;Não;2025-01-01;2025-01-20;2004;Executivo;42;42;Q - Cadeira de transbordo;Ônibus
CATTANI SUL TRANSPORTES E TURISMO LTDA;77.472.371/0001-09;AML-9163;Não;Sim;Não;2025-01-17;2025-05-23;2004;Executivo;28;28;H - Cadeira de transbordo.;Ônibus
WJ VIAGENS LTDA;44.597.228/0001-86;AMO-5D15;Não;Sim;Não;2025-01-12;2025-07-04;2002;Executivo;48;48;Q - Cadeira de transbordo;Ônibus
AMAZING LOCADORA E TURISMO LTDA;84.865.666/0001-00;AMQ-0A95;Não;Sim;Não;2025-03-15;2025-05-14;2014;Executivo;18;18;Sem Acessibilidade;Micro-ônibus
M K MACIEL DA SILVA  LTDA;22.032.773/0001-92;AMS-9I79;Não;Sim;Não;2025-02-02;2025-03-11;2005;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
WILIAN PIRAN TRANSPORTES LTDA;36.620.226/0001-32;AMS-9I82;Não;Sim;Não;2025-04-21;2024-12-27;2005;Executivo;42;42;Q - Cadeira de transbordo;Ônibus
EDSON AGENCIA DE VIAGENS EXPRESSO E TURISMO LTDA;11.482.281/0001-82;AMS-9I83;Não;Sim;Não;2025-05-23;2025-05-01;2005;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
MAGESTUR AGENCIA DE VIAGENS E TURISMO LTDA - ME;12.077.843/0001-75;AMV-7487;Não;Sim;Não;2025-03-02;2025-03-09;2001;Executivo;56;56;Q - Cadeira de transbordo;Ônibus
SOLETUR TRANSPORTE DE PASSAGEIROS LTDA;23.585.184/0001-02;AND-9C08;Não;Sim;Não;2025-02-15;2025-02-13;2005;Executivo;38;38;H - Cadeira de transbordo.;Ônibus
B.H TURISMO LTDA;25.357.790/0001-98;ANE-3C50;Não;Sim;Não;2025-02-07;2025-03-01;2005;Executivo;44;44;Q - Cadeira de transbordo;Ônibus
CATTANI SUL TRANSPORTES E TURISMO LTDA;77.472.371/0001-09;ANF-5721;Não;Sim;Não;2025-01-16;2025-05-23;2005;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
CATTANI SUL TRANSPORTES E TURISMO LTDA;77.472.371/0001-09;ANF-5727;Não;Sim;Não;2025-01-17;2025-05-23;2005;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
COOPERSIND COOPERATIVA DE TRANSPORTES DE CARGAS, PASSAGEIROS, ESCOLAR E TURISMO DE MINAS GERAIS;20.375.162/0001-11;ANF-5H39;Não;Sim;Não;2025-04-30;2025-05-23;2005;Executivo;44;44;G - Plataforma elevatória veicular.;Ônibus
TRANSPORTES JU TUR LTDA;04.222.940/0001-86;ANH-1708;Não;Sim;Não;2025-03-17;2025-05-28;2005;Executivo;44;44;Q - Cadeira de transbordo;Ônibus
LEVE TURISMO TRANSPORTES LTDA;24.470.000/0001-13;ANH-1G78;Não;Sim;Não;2025-05-06;2025-05-30;2005;Executivo;42;42;Q - Cadeira de transbordo;Ônibus
RVA TRANSPORTES LTDA;41.967.430/0001-64;ANH-6I99;Não;Sim;Não;2025-06-05;2025-02-22;2005;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
SANTA CLARA TRANSPORTES E TURISMO LTDA;06.310.414/0001-01;ANH-6J03;Não;Sim;Não;2025-05-06;2025-01-18;2005;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
ODITUR TRANSPORTES COLETIVOS E TURISMO LTDA. - EPP;93.370.476/0001-03;ANH-8H49;Não;Sim;Não;2025-02-23;2025-01-19;2005;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
TELMA DE FÁTIMA TABORDA KOSMAN LTDA;15.743.734/0001-38;ANH-9A74;Não;Sim;Não;2025-05-08;2025-04-21;2005;Executivo;42;42;Q - Cadeira de transbordo;Ônibus
COOPERATIVA CAMBUI DE TRANSPORTES - COOCATRANS;20.193.865/0001-29;ANH-9A81;Não;Sim;Não;2025-03-11;2025-06-16;2005;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
S J TRANSPORTES E SERVICOS LTDA;17.109.355/0001-16;ANI-0J80;Não;Sim;Não;2025-06-05;2025-01-04;2005;Executivo;48;48;Q - Cadeira de transbordo;Ônibus
BARAGAO PRODUCOES ARTISTICAS E EVENTOS LTDA;31.750.604/0001-89;ANP-8D57;Não;Sim;Não;2025-04-30;2025-01-06;2006;Executivo;45;45;H - Cadeira de transbordo.;Ônibus
GUILHERME PEREIRA BETTI TRANSPORTES LTDA;35.300.918/0001-30;ANQ-1I32;Não;Sim;Não;2025-05-18;2025-06-21;2006;Executivo;51;51;H - Cadeira de transbordo.;Ônibus
LUAN TURISMO E LOCAÇÃO DE VEÍCULOS LTDA - EPP;38.809.539/0001-69;ANQ-7H15;Não;Sim;Não;2025-05-07;2025-06-10;2006;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
LUAN TURISMO E LOCAÇÃO DE VEÍCULOS LTDA - EPP;38.809.539/0001-69;ANQ-7H18;Não;Sim;Não;2024-12-20;2025-06-10;2006;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
FW E CRW VIAGENS E TURISMO LTDA;10.895.377/0001-00;ANS-3B05;Não;Sim;Não;2025-02-02;2025-01-17;2005;Executivo;32;32;Q - Cadeira de transbordo;Ônibus
LEONARDO HAURA TRANSPORTES RODOVIARIOS LTDA;10.737.412/0001-62;ANV-3436;Não;Sim;Não;2025-06-06;2025-01-14;2006;Executivo;45;45;Q - Cadeira de transbordo;Ônibus
RCL TRANSPORTE E TURISMO LTDA;41.321.158/0001-40;AOA-7A43;Não;Sim;Não;2025-04-30;2025-03-18;2006;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
DIFERENCIAL TURISMO LTDA;44.679.043/0001-10;AOB-1D26;Não;Sim;Não;2025-03-10;2025-02-02;2006;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
PANDA TRANSPORTES E TURISMO LTDA;25.206.666/0001-21;AOB-1D30;Não;Sim;Não;2025-03-18;2025-03-24;2006;Executivo;42;42;Q - Cadeira de transbordo;Ônibus
M. S. CAMARGO TRANSPORTES LTDA;31.976.291/0001-81;AOB-9F78;Não;Sim;Não;2025-01-08;2025-06-06;2006;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
PANDA TRANSPORTES E TURISMO LTDA;25.206.666/0001-21;AOC-4F25;Não;Sim;Não;2025-03-13;2025-03-24;2006;Executivo;42;42;Q - Cadeira de transbordo;Ônibus
RIO NOVO TURISMO LTDA;06.120.476/0001-42;AOE-6195;Não;Sim;Não;2025-01-12;2025-01-16;2006;Executivo;51;51;Q - Cadeira de transbordo;Ônibus
M&E TRANSPORTES E TURISMO LTDA;24.786.845/0001-12;AOE-9404;Não;Sim;Não;2025-05-22;2025-06-20;2006;Executivo;51;51;H - Cadeira de transbordo.;Ônibus
COOPERATIVA DE TRANSPORTE DE PASSAGEIROS E CARGAS, TURISMO E ESCOLAR DE MINAS GERAIS LTDA;40.564.531/0001-21;AOE-9H96;Não;Sim;Não;2025-01-02;2025-02-02;2006;Executivo;51;51;H - Cadeira de transbordo.;Ônibus
MPJ TRANSPORTES E TURISMO EIRELI;15.333.601/0001-93;AOF-0H20;Não;Sim;Não;2024-12-28;2025-04-15;2006;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
TURISMO E LOCADORA SANTO AMARO LTDA;56.589.823/0001-59;AOF-0I54;Não;Sim;Não;2025-04-21;2025-04-19;2006;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
AGAPE TRANSPORTE E TURISMO LTDA;46.801.529/0001-05;AOF-2I80;Não;Sim;Não;2025-03-21;2025-05-14;2006;Executivo;42;42;Q - Cadeira de transbordo;Ônibus
AZUL TRANSPORTES DE PASSAGEIROS E TURISMO LTDA;55.448.788/0001-95;AOF-5F15;Não;Sim;Não;2024-12-20;2025-06-13;2006;Executivo;44;44;Q - Cadeira de transbordo;Ônibus
TRANSRUBIM TRANSPORTES E SERVIÇOS LTDA;04.440.133/0001-30;AOG-2A82;Não;Sim;Não;2025-03-18;2025-01-15;2006;Executivo;44;44;Q - Cadeira de transbordo;Ônibus
MONTANA TURISMO LTDA;78.172.756/0001-05;AOM-8582;Não;Sim;Não;2025-01-09;2024-12-30;2007;Executivo;48;48;H - Cadeira de transbordo.;Ônibus
VIAJEI E GOSTEI LTDA;50.110.902/0001-59;AON-3A27;Não;Sim;Não;2025-05-18;2025-05-26;2007;Executivo;29;29;Q - Cadeira de transbordo;Ônibus
FERTAN TURISMO E FRETAMENTO LTDA;36.393.024/0001-03;AOR-1C43;Não;Sim;Não;2025-05-04;2025-01-02;2007;Executivo;45;45;Q - Cadeira de transbordo;Ônibus
MARIO FERREIRA BRITO JUNIOR EIRELI;32.451.827/0001-08;AOT-4B18;Não;Sim;Não;2025-05-23;2025-01-06;2019;Executivo;19;19;Sem Acessibilidade;Micro-ônibus
ES TURISMO LTDA;39.692.851/0001-88;AOV-0B87;Não;Sim;Não;2025-01-18;2025-02-08;2007;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
NOROESTE TUR LTDA;11.828.398/0001-75;AOZ-6F54;Não;Sim;Não;2025-05-27;2024-12-28;2007;Executivo;57;57;Q - Cadeira de transbordo;Ônibus
J E SOARES DA FONSECA SERVICOS E TRANSPORTES LTDA;14.548.213/0001-67;APC-2A44;Não;Sim;Não;2024-12-26;2025-07-01;2007;Executivo;45;45;P - Instalação de plataforma elevatória veicular ;Ônibus
AIRTON NAUMANN REICHERT LTDA;12.143.289/0001-87;APC-2B75;Não;Sim;Não;2025-03-24;2025-02-27;2007;Executivo;42;42;Q - Cadeira de transbordo;Ônibus
SERRAS DO VALE TRANSPORTE E TURISMO EIRELI;33.659.310/0001-71;APC-7114;Não;Sim;Não;2025-01-23;2025-06-03;2007;Executivo;44;44;Q - Cadeira de transbordo;Ônibus
BARBIERI TRANSPORTE E TURISMO LTDA;37.256.835/0001-17;APD-0E11;Não;Sim;Não;2025-02-26;2024-12-24;2007;Executivo;24;24;Q - Cadeira de transbordo;Ônibus
J T TRANSPORTE E TURISMO LTDA;19.099.487/0001-30;APE-4D74;Não;Sim;Não;2025-06-05;2025-06-18;2007;Executivo;52;52;Q - Cadeira de transbordo;Ônibus
SCORPION LOCACAO E VIAGENS LTDA;00.311.052/0001-89;APH-2G87;Não;Sim;Não;2025-01-02;2025-06-21;2007;Executivo;51;51;H - Cadeira de transbordo.;Ônibus
PANISSON TURISMO LTDA;17.739.105/0001-60;APH-9A76;Não;Sim;Não;2025-02-01;2025-02-22;2007;Executivo;42;42;Q - Cadeira de transbordo;Ônibus
FERNANDO ROMUALDO MACIEL EIRELI;07.091.701/0001-22;APH-9A84;Não;Sim;Não;2025-01-04;2025-02-22;2007;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
TOP TURISMO TRANSPORTE EXECUTIVO LTDA;34.844.427/0001-98;API-3J83;Não;Sim;Não;2025-02-26;2025-03-01;2007;Executivo;42;42;Q - Cadeira de transbordo;Ônibus
SOFIA TRANSPORTES E LOCADORA LTDA;06.128.960/0001-18;APJ-6B10;Não;Sim;Não;2025-06-02;2025-05-20;2007;Executivo;52;52;H - Cadeira de transbordo.;Ônibus
SB TURISMO LTDA;24.949.829/0001-01;APJ-6B15;Não;Sim;Não;2025-04-07;2025-06-25;2007;Executivo;48;48;Q - Cadeira de transbordo;Ônibus
ROMI SMART LOCADORA DE VEICULOS EIRELI;22.970.261/0001-77;APJ-6I32;Não;Sim;Não;2025-04-29;2025-04-25;2007;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
SANYTOUR TRANSPORTES E TURISMO LTDA;19.369.455/0001-07;APK-1I54;Não;Sim;Não;2025-01-23;2025-01-18;2007;Executivo;51;51;H - Cadeira de transbordo.;Ônibus
ROMULO CARDOSO DE JESUS LTDA;35.847.549/0001-09;APK-1I58;Não;Sim;Não;2025-03-26;2025-03-23;2007;Executivo;42;42;E - Dispositivo de acesso instalado no veículo, interligando este com a plataforma.;Ônibus
BURITI & PAULINO TRANSPORTES E TURISMO LTDA;38.137.082/0001-93;APM-1G21;Não;Sim;Não;2025-01-29;2025-01-14;2007;Executivo;44;44;Q - Cadeira de transbordo;Ônibus
TRANSRUBIM TRANSPORTES E SERVIÇOS LTDA;04.440.133/0001-30;APM-3C37;Não;Sim;Não;2025-03-30;2025-01-15;2007;Executivo;44;44;Q - Cadeira de transbordo;Ônibus
PALMOPOLIS TURISMO LTDA;30.140.538/0001-62;APM-3C42;Não;Sim;Não;2025-04-16;2025-04-04;2007;Executivo;44;44;Q - Cadeira de transbordo;Ônibus
JARAGUA TOUR TRANSPORTE E TURISMO LTDA;27.572.575/0001-35;APM-5B05;Não;Sim;Não;2025-04-25;2025-03-24;2007;Executivo;42;42;Q - Cadeira de transbordo;Ônibus
JB TURISMO EIRELI;16.923.566/0001-25;APM-5B08;Não;Sim;Não;2025-03-03;2025-06-05;2007;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
ALINE GABRIELE NARDI TRANSPORTES LTDA;51.274.765/0001-50;APM-5B09;Não;Sim;Não;2025-06-11;2025-06-24;2007;Executivo;42;42;Q - Cadeira de transbordo;Ônibus
RIBEIRO TURISMO LTDA;00.980.438/0001-83;APM-6441;Não;Sim;Não;2025-04-04;2025-01-04;2007;Executivo;44;44;Q - Cadeira de transbordo;Ônibus
RIBEIRO TURISMO LTDA;00.980.438/0001-83;APM-6525;Não;Sim;Não;2025-03-30;2025-01-04;2007;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
MARTINS RS LTDA;80.213.176/0001-60;APM-6F21;Não;Sim;Não;2025-03-06;2024-12-29;2007;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
J. FERREIRA DO CARMO & FERREIRA DA CRUZ LTDA;11.651.175/0001-85;APN-0855;Não;Sim;Não;2024-12-24;2024-12-27;2007;Executivo;55;55;Q - Cadeira de transbordo;Ônibus
JEO TRANSPORTES LTDA;32.286.854/0001-72;APN-0889;Não;Sim;Não;2025-02-06;2025-06-26;2007;Executivo;48;48;Q - Cadeira de transbordo;Ônibus
DANILO BONIFACIO TRANSPORTES & NEGOCIOS LTDA;29.432.753/0001-58;APN-0B35;Não;Sim;Não;2025-03-02;2025-01-31;2007;Executivo;56;56;H - Cadeira de transbordo.;Ônibus
LUGUITUR TURISMO LTDA - ME;04.305.761/0001-02;APN-0E67;Não;Sim;Não;2025-03-03;2025-02-08;2007;Executivo;52;52;Q - Cadeira de transbordo;Ônibus
TELMA DE FÁTIMA TABORDA KOSMAN LTDA;15.743.734/0001-38;APN-1693;Não;Sim;Não;2025-03-05;2025-03-06;2007;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
ERVALTUR TURISMO LTDA;04.420.003/0001-35;APN-1E54;Não;Sim;Não;2025-02-28;2025-02-08;2007;Executivo;42;42;Q - Cadeira de transbordo;Ônibus
FERGRAMON TRANSPORTES LTDA;78.945.847/0001-36;APP-6H54;Não;Sim;Não;2025-02-16;2024-12-23;2007;Executivo;45;45;H - Cadeira de transbordo.;Ônibus
RENILDO TUMELERO LTDA;25.258.208/0001-36;APQ-1A65;Não;Sim;Não;2025-02-08;2025-04-13;2007;Executivo;28;28;Q - Cadeira de transbordo;Ônibus
BURITI & PAULINO TRANSPORTES E TURISMO LTDA;38.137.082/0001-93;APQ-9C43;Não;Sim;Não;2025-05-22;2025-01-14;2007;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
EMANUEL TURISMO FRETAMENTOS E VIAGENS LTDA;13.399.762/0001-54;APU-0F19;Não;Sim;Não;2025-02-14;2025-02-06;2008;Executivo;45;45;Q - Cadeira de transbordo;Ônibus
SANYTOUR TRANSPORTES E TURISMO LTDA;19.369.455/0001-07;APV-7A45;Não;Sim;Não;2025-06-12;2025-01-18;2008;Executivo;42;42;Q - Cadeira de transbordo;Ônibus
BRAVA TURISMO E TRANSP0RTES LTDA;49.393.312/0001-00;APX-5F36;Não;Sim;Não;2025-02-13;2025-05-31;2008;Executivo;31;31;H - Cadeira de transbordo.;Ônibus
ANDRADE TRANSPORTE EIRELI;41.431.523/0001-70;AQA-7A71;Não;Sim;Não;2025-04-16;2025-04-19;2022;Executivo;19;19;Sem Acessibilidade;Micro-ônibus
SCHUMACHER TUR LTDA;17.246.217/0001-89;AQE-3J93;Não;Sim;Não;2025-04-04;2025-01-03;2008;Executivo;45;45;Q - Cadeira de transbordo;Ônibus
UAI TRANSPORTE E TURISMO LTDA;39.744.141/0001-54;AQE-3J97;Não;Sim;Não;2025-02-20;2025-02-14;2007;Executivo;46;46;E - Dispositivo de acesso instalado no veículo, interligando este com a plataforma.;Ônibus
RENATO GOMES DE OLIVEIRA EIRELI;36.583.895/0001-81;AQH-3B94;Não;Sim;Não;2025-01-01;2025-04-12;2008;Executivo;48;48;H - Cadeira de transbordo.;Ônibus
BEPPO TUR TRANSPORTE LTDA;33.186.779/0001-30;AQH-6B89;Não;Sim;Não;2025-01-03;2025-03-10;2008;Executivo;32;32;Q - Cadeira de transbordo;Ônibus
J. DA SILVA NOGUEIRA TOSTA EIRELI;14.039.768/0001-83;AQI-1078;Não;Sim;Não;2025-05-08;2025-01-02;2008;Executivo;42;42;Q - Cadeira de transbordo;Ônibus
ALCATUR TURISMO LTDA;34.530.158/0001-95;AQN-9D01;Não;Sim;Não;2025-01-22;2025-06-20;2008;Executivo;30;30;H - Cadeira de transbordo.;Ônibus
TAIS BAGGIO TRANSPORTES LTDA;16.974.541/0001-50;AQO-7324;Não;Sim;Não;2025-05-22;2025-04-04;2008;Executivo;26;26;Q - Cadeira de transbordo;Ônibus
SILMO TRANSPORTES & TURISMO LTDA;30.482.025/0001-30;AQP-4D99;Não;Sim;Não;2025-05-18;2025-06-13;2008;Executivo;28;28;Q - Cadeira de transbordo;Ônibus
COOPERSERRANA - COOPERATIVA DE TRANSPORTADORES ESCOLARES E ALTERNATIVOS DE NOVA SERRANA MG;26.664.087/0001-95;AQQ-3I84;Não;Sim;Não;2025-04-08;2025-02-06;2008;Executivo;42;42;Q - Cadeira de transbordo;Ônibus
COOPERATIVA PERNAMBUCANA DE FRETAMENTO E TURISMO - COOPERFRETUR;22.109.459/0001-60;AQR-7E52;Não;Sim;Não;2025-05-07;2025-04-25;2008;Executivo;50;50;H - Cadeira de transbordo.;Ônibus
TITAN TURISMO LTDA;26.607.469/0001-87;AQR-7E54;Não;Sim;Não;2025-04-02;2025-03-25;2008;Executivo;50;50;G - Plataforma elevatória veicular.;Ônibus
N.C.A. SANTIAGO & CIA. TRANSPORTES LTDA;08.658.912/0001-67;AQS-2505;Não;Sim;Não;2025-02-26;2024-12-26;2011;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
ALVIRATUR TRANSPORTES EIRELI;30.744.234/0001-04;AQS-2J00;Não;Sim;Não;2025-06-25;2025-06-23;2010;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
MATIAS & TEIXEIRA TRANSPORTES E TURISMOS LTDA;07.242.418/0001-54;AQS-3991;Não;Sim;Não;2025-04-29;2025-05-09;2008;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
MAREGY TURISMO E FRETAMENTO LTDA - ME;04.313.958/0001-93;AQS-3994;Não;Sim;Não;2025-04-07;2025-04-12;2008;Executivo;48;48;Sem Acessibilidade;Ônibus
R K TRANSPORTES E TURISMO LTDA;47.888.278/0001-00;AQS-3I12;Não;Sim;Não;2025-01-29;2025-01-22;2008;Executivo;50;50;H - Cadeira de transbordo.;Ônibus
NANY TURISMO LTDA;40.655.271/0001-08;AQT-1B86;Não;Sim;Não;2025-04-16;2025-06-27;2008;Executivo;52;52;Q - Cadeira de transbordo;Ônibus
TITAN TURISMO LTDA;26.607.469/0001-87;AQT-5J06;Não;Sim;Não;2025-03-05;2025-07-05;2008;Executivo;44;44;Q - Cadeira de transbordo;Ônibus
EXPRESSO GUEPARDO TURISMO E TRANSPORTE EIRELI;36.286.830/0001-74;AQV-8C41;Não;Sim;Não;2025-04-04;2025-02-28;2008;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
EVERTON DA SILVA AGENCIA DE VIAGENS E TRANSPORTES RODOVIARIO LTDA;27.244.090/0001-12;AQX-5B77;Não;Sim;Não;2025-04-09;2025-02-20;2008;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
VANDERLEI VIAL & CIA LTDA - ME;07.103.011/0001-46;AQY-1D33;Não;Sim;Não;2025-04-23;2025-04-17;2014;Executivo;18;18;H - Cadeira de transbordo.;Micro-ônibus
COOPERATIVA UNIAO TRANSPORTE ESPECIALIZADO;25.291.546/0001-70;ARA-9I39;Não;Sim;Não;2025-04-10;2025-04-10;2009;Executivo;47;47;E - Dispositivo de acesso instalado no veículo, interligando este com a plataforma.;Ônibus
RINA BUS LTDA;51.768.987/0001-20;ARC-6D21;Não;Sim;Não;2025-07-01;2025-04-17;2011;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
STAR BUS TURISMO LTDA;44.501.553/0001-01;ARD-5A36;Não;Sim;Não;2025-01-04;2025-07-01;2009;Semileito;42;42;H - Cadeira de transbordo.;Ônibus
JACY DE WITT MOTTA MACHADO - EIRELI - ME;07.149.325/0001-80;ARE-2029;Não;Sim;Não;2025-02-19;2025-03-17;2007;Executivo;40;40;Q - Cadeira de transbordo;Ônibus
ELITUR TRANSPORTES LTDA;08.408.659/0001-93;ARE-2038;Não;Sim;Não;2025-05-05;2025-02-21;2008;Executivo;28;28;D - Passagem em nível da plataforma de embarque / desembarque do terminal (ou ponto de parada) para o salão de passageiros.;Ônibus
ADRIANA DEMETRIO COSTA & CIA LTDA;26.650.599/0001-00;ARE-2A26;Não;Sim;Não;2025-03-02;2025-06-15;2005;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
BRULAN TRANSPORTES E TURISMO LTDA;02.326.285/0001-80;ARE-6919;Não;Sim;Não;2024-12-26;2025-05-04;2008;Executivo;29;29;H - Cadeira de transbordo.;Ônibus
FERNANDO BORGES DIAS 09786274822 LTDA;36.457.322/0001-01;ARJ-9E92;Não;Sim;Não;2025-05-17;2025-05-02;2009;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
PARAIBA TURISMO LTDA;00.455.771/0001-73;ARK-2H90;Não;Sim;Não;2025-01-02;2025-01-02;2009;Executivo;50;50;P - Instalação de plataforma elevatória veicular ;Ônibus
COOPERATIVA DE TRANSPORTE ESCOLAR E TURISMO DE CORONEL FABRICIANO LTDA - COOPTRANSCELF;08.333.406/0001-06;ARK-7F65;Não;Sim;Não;2025-04-18;2025-04-30;2009;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
GBKARI TRANSPORTES E SERVICOS DE LOCACAO E TURISMO LTDA;27.783.120/0001-69;ARK-8J28;Não;Sim;Não;2025-01-26;2025-02-09;2009;Executivo;43;43;H - Cadeira de transbordo.;Ônibus
RODOJUNIOR TRANSPORTE E TURISMO LTDA;31.637.336/0001-93;ARL-5136;Não;Sim;Não;2025-07-09;2025-05-26;2009;Executivo;43;43;Q - Cadeira de transbordo;Ônibus
AURITUR TRANSPORTES LTDA;07.191.310/0001-80;ARN-2F74;Não;Sim;Não;2025-03-08;2025-06-11;2009;Executivo;44;44;Q - Cadeira de transbordo;Ônibus
JOMAPA TRANSPORTE LTDA;03.386.511/0001-81;ARN-5335;Não;Sim;Não;2025-05-28;2025-04-10;2010;Executivo;17;17;Q - Cadeira de transbordo;Micro-ônibus
VITOR TRANSPORTES EIRELI;32.183.819/0001-28;ARN-6C10;Não;Sim;Não;2025-05-07;2025-04-13;2009;Executivo;32;32;H - Cadeira de transbordo.;Ônibus
SEDEMIR PIRES DOS SANTOS - EIRELI - ME;04.244.353/0001-98;ARN-9D22;Não;Sim;Não;2025-02-26;2025-01-30;2009;Executivo;28;28;Q - Cadeira de transbordo;Ônibus
NEUZA TURISMO LTDA;11.465.110/0001-45;ARP-6I04;Não;Sim;Não;2025-02-05;2025-05-03;2009;Executivo;44;44;Q - Cadeira de transbordo;Ônibus
AGENCE CONTACT INTERNATIONAL DE TURISMO LTDA;21.112.552/0001-61;ARU-2324;Não;Sim;Não;2025-04-02;2025-01-07;2006;Executivo;54;54;E - Dispositivo de acesso instalado no veículo, interligando este com a plataforma.;Ônibus
BAMPI TRANSPORTE E TURISMO LTDA;03.981.327/0001-80;ARV-3E50;Não;Sim;Não;2025-05-02;2025-03-15;2009;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
VIACAO PATO BRANCO S.A.;79.039.392/0001-52;ARV-7205;Não;Sim;Não;2025-06-05;2025-06-13;2008;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
VIACAO PATO BRANCO S.A.;79.039.392/0001-52;ASA-5651;Não;Sim;Não;2025-04-15;2025-06-13;2009;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
SIMOES E ANTUNES LOCADORA DE VEICULOS LTDA - ME;13.053.470/0001-65;ASA-5D25;Não;Sim;Não;2025-01-01;2025-04-26;2003;Executivo;44;44;Q - Cadeira de transbordo;Ônibus
JOCAR TURISMO E TRANSPORTES LTDA;05.409.927/0001-01;ASA-5E05;Não;Sim;Não;2025-05-11;2025-01-03;2003;Executivo;51;51;Q - Cadeira de transbordo;Ônibus
TITAN TURISMO LTDA;26.607.469/0001-87;ASK-9I87;Não;Sim;Não;2025-03-07;2025-03-16;2009;Executivo;43;43;H - Cadeira de transbordo.;Ônibus
PEGASUSTUR TRANSPORTES LTDA - ME;04.351.958/0001-88;ASM-4E05;Não;Sim;Não;2025-05-29;2025-05-29;2010;Executivo;63;63;E - Dispositivo de acesso instalado no veículo, interligando este com a plataforma.;Ônibus
HPSEVEN LOCACAO E TRANSPORTES LTDA;26.227.600/0001-80;ASM-8H02;Não;Sim;Não;2025-02-20;2025-01-04;2010;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
TRANSPORTES S&Q LTDA;01.477.791/0001-08;ASN-4A92;Não;Sim;Não;2025-04-23;2025-03-25;2010;Executivo;48;48;Q - Cadeira de transbordo;Ônibus
ANDRE OLIVEIRA E CIA LTDA;08.923.506/0001-84;ASN-5D15;Não;Sim;Não;2025-03-26;2025-04-12;2010;Executivo;43;43;P - Instalação de plataforma elevatória veicular ;Ônibus
EXPRESSO PALOMA LTDA;17.397.631/0001-99;ASO-7E92;Não;Sim;Não;2025-05-23;2025-05-22;2009;Executivo;44;44;Q - Cadeira de transbordo;Ônibus
STILO VIAGENS LTDA;32.317.020/0001-87;ASO-9B04;Não;Sim;Não;2025-07-08;2025-05-22;2009;Executivo;50;50;H - Cadeira de transbordo.;Ônibus
