razao_social;cnpj;placa;servico_regular;servico_fretado;servico_semiurbano;data_validade_csv;validade_seguro;ano_fabricacao;categoria_veiculo;nr_assentos_categoria;nr_assentos;acessibilidade;tipo_veiculo
A. W. C. TURISMO LTDA - EPP;27.071.664/0001-06;IPT-0J62;Não;Sim;Não;2025-04-30;2025-07-10;2008;Executivo;51;51;H - Cadeira de transbordo.;Ônibus
A. W. C. TURISMO LTDA - EPP;27.071.664/0001-06;JHX-0F53;Não;Sim;Não;2025-10-17;2025-06-22;2009;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
A. W. C. TURISMO LTDA - EPP;27.071.664/0001-06;JJB-3846;Não;Sim;Não;2025-05-28;2025-09-10;2003;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
A. W. C. TURISMO LTDA - EPP;27.071.664/0001-06;JJK-5824;Não;Sim;Não;2025-09-06;2025-06-28;2011;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
A. W. C. TURISMO LTDA - EPP;27.071.664/0001-06;JRP-8656;Não;Sim;Não;2025-03-12;2025-08-24;2008;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
A. W. C. TURISMO LTDA - EPP;27.071.664/0001-06;KVL-4H89;Não;Sim;Não;2025-09-19;2025-06-22;2011;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
A. W. C. TURISMO LTDA - EPP;27.071.664/0001-06;LCX-9A10;Não;Sim;Não;2025-01-26;2025-11-18;1999;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
A. W. C. TURISMO LTDA - EPP;27.071.664/0001-06;MCU-8H39;Não;Sim;Não;2025-10-21;2025-06-12;2014;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
A. W. C. TURISMO LTDA - EPP;27.071.664/0001-06;MFL-9F88;Não;Sim;Não;2025-04-30;2025-11-04;2007;Executivo;44;44;Q - Cadeira de transbordo;Ônibus
A. W. C. TURISMO LTDA - EPP;27.071.664/0001-06;MFR-7E02;Não;Sim;Não;2025-02-28;2025-08-28;2005;Executivo;50;50;H - Cadeira de transbordo.;Ônibus
A. W. C. TURISMO LTDA - EPP;27.071.664/0001-06;MRW-1D29;Não;Sim;Não;2025-01-10;2025-07-11;1999;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
A. W. C. TURISMO LTDA - EPP;27.071.664/0001-06;MTG-9G10;Não;Sim;Não;2025-06-04;2025-10-04;2000;Executivo;50;50;Q - Cadeira de transbordo;Ônibus
A. W. C. TURISMO LTDA - EPP;27.071.664/0001-06;MTQ-0C92;Não;Sim;Não;2025-01-18;2025-08-10;2010;Executivo;50;50;H - Cadeira de transbordo.;Ônibus
A. W. C. TURISMO LTDA - EPP;27.071.664/0001-06;MTR-4E74;Não;Sim;Não;2025-12-04;2025-06-19;2010;Executivo;50;50;H - Cadeira de transbordo.;Ônibus
A. W. C. TURISMO LTDA - EPP;27.071.664/0001-06;MTS-4G00;Não;Sim;Não;2025-01-04;2025-07-17;2002;Executivo;49;49;H - Cadeira de transbordo.;Ônibus
A. W. C. TURISMO LTDA - EPP;27.071.664/0001-06;MUG-2B73;Não;Sim;Não;2025-03-27;2025-09-27;1997;Executivo;48;48;Sem Acessibilidade;Ônibus
A. W. C. TURISMO LTDA - EPP;27.071.664/0001-06;NDH-6F68;Não;Sim;Não;2025-03-05;2025-11-28;2007;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
A. W. C. TURISMO LTDA - EPP;27.071.664/0001-06;NDH-6F78;Não;Sim;Não;2025-01-22;2025-09-29;2007;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
A. W. C. TURISMO LTDA - EPP;27.071.664/0001-06;NRD-2I58;Não;Sim;Não;2025-09-12;2025-07-20;2009;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
A. W. C. TURISMO LTDA - EPP;27.071.664/0001-06;NSU-5G05;Não;Sim;Não;2025-05-13;2025-09-04;2011;Executivo;50;50;H - Cadeira de transbordo.;Ônibus
A. W. C. TURISMO LTDA - EPP;27.071.664/0001-06;NYO-0E38;Não;Sim;Não;2025-04-13;2025-11-12;2010;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
A. W. C. TURISMO LTDA - EPP;27.071.664/0001-06;OCN-1D97;Não;Sim;Não;2025-12-02;2025-12-12;2011;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
A. W. C. TURISMO LTDA - EPP;27.071.664/0001-06;OMX-2D66;Não;Sim;Não;2025-04-10;2025-08-11;2012;Executivo;46;46;E - Dispositivo de acesso instalado no veículo, interligando este com a plataforma.;Ônibus
A. W. C. TURISMO LTDA - EPP;27.071.664/0001-06;ONU-9005;Não;Sim;Não;2025-12-04;2025-11-22;2014;Executivo;16;16;E - Dispositivo de acesso instalado no veículo, interligando este com a plataforma.;Micro-ônibus
A. W. C. TURISMO LTDA - EPP;27.071.664/0001-06;OOB-4969;Não;Sim;Não;2025-11-07;2025-07-09;2012;Executivo;20;20;E - Dispositivo de acesso instalado no veículo, interligando este com a plataforma.;Micro-ônibus
A. W. C. TURISMO LTDA - EPP;27.071.664/0001-06;PAV-7350;Não;Sim;Não;2025-01-24;2025-08-02;2016;Executivo;50;50;H - Cadeira de transbordo.;Ônibus
A. W. C. TURISMO LTDA - EPP;27.071.664/0001-06;PEU-7D22;Não;Sim;Não;2025-11-13;2025-04-25;2011;Executivo;50;50;E - Dispositivo de acesso instalado no veículo, interligando este com a plataforma.;Ônibus
A. W. C. TURISMO LTDA - EPP;27.071.664/0001-06;PQP-1G45;Não;Sim;Não;2025-12-02;2025-08-07;2015;Executivo;21;21;Sem Acessibilidade;Micro-ônibus
A. W. C. TURISMO LTDA - EPP;27.071.664/0001-06;PUC-3747;Não;Sim;Não;2025-01-08;2025-08-20;2013;Executivo;18;18;Sem Acessibilidade;Micro-ônibus
A. W. C. TURISMO LTDA - EPP;27.071.664/0001-06;QKH-9A36;Não;Sim;Não;2025-11-14;2025-07-03;2016;Executivo;63;63;H - Cadeira de transbordo.;Ônibus
A.A.I. TRANSPORTE E TURISMO LTDA-ME;17.881.387/0001-35;MQA-8C83;Não;Sim;Não;2025-05-14;2025-08-05;2004;Executivo;55;55;Q - Cadeira de transbordo;Ônibus
A.B.B. SOUZA & BARBOSA LTDA;34.482.766/0001-71;MSI-6G64;Não;Sim;Não;2025-02-28;2025-11-10;2008;Executivo;42;42;Q - Cadeira de transbordo;Ônibus
A.C. VIAGENS E TURISMO LTDA;50.956.682/0001-89;JOZ-8H55;Não;Sim;Não;2025-06-10;2025-11-29;2003;Executivo;28;28;Q - Cadeira de transbordo;Ônibus
A.C.T TRANSPORTE E TURISMO LTDA;35.854.189/0001-64;HDO-3713;Não;Sim;Não;2025-05-07;2025-08-08;2011;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
A.F.T-TRANSPORTES DE TURISMO LTDA;09.005.652/0001-93;JQP-9953;Não;Sim;Não;2025-02-13;2025-11-08;2006;Executivo;26;26;Q - Cadeira de transbordo;Ônibus
A.M. MENDES TRANSPORTE E TURISMO LTDA;19.250.960/0001-38;EWP-6C93;Não;Sim;Não;2025-11-25;2025-12-04;2011;Executivo;31;31;Sem Acessibilidade;Ônibus
A.M. MENDES TRANSPORTE E TURISMO LTDA;19.250.960/0001-38;JJW-8I99;Não;Sim;Não;2025-10-08;2025-06-07;2012;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
A.M. MENDES TRANSPORTE E TURISMO LTDA;19.250.960/0001-38;KNW-3I08;Não;Sim;Não;2025-04-08;2025-09-05;2009;Convencional;46;46;H - Cadeira de transbordo.;Ônibus
A.M. MENDES TRANSPORTE E TURISMO LTDA;19.250.960/0001-38;KRW-1F13;Não;Sim;Não;2025-07-29;2025-06-21;2010;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
A.M. TRANSPORTE E TURISMO EIRELI;11.088.070/0001-60;LKK-1818;Não;Sim;Não;2024-12-21;2025-12-17;2007;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
A.M.G. ALVES TRANSPORTES LTDA;10.142.069/0001-03;FXF-3D93;Não;Sim;Não;2025-07-22;2025-07-13;2023;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
A.OLIVEIRA TRANSPORTES LTDA;17.593.239/0001-15;DVT-4I86;Não;Sim;Não;2025-10-08;2025-01-19;2012;Executivo;48;48;Q - Cadeira de transbordo;Ônibus
A.OLIVEIRA TRANSPORTES LTDA;17.593.239/0001-15;FZL-8I44;Não;Sim;Não;2025-10-08;2025-01-19;2014;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
A.R. TRANSPORTE: FRETAMENTOS E LOCACAO DE VEICULOS LTDA;06.025.302/0001-09;DDC-6A24;Não;Sim;Não;2025-11-11;2025-01-05;2023;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
A.R. TRANSPORTE: FRETAMENTOS E LOCACAO DE VEICULOS LTDA;06.025.302/0001-09;FCD-1I09;Não;Sim;Não;2025-11-21;2025-01-05;2018;Executivo;19;19;Q - Cadeira de transbordo;Micro-ônibus
A.R. TRANSPORTE: FRETAMENTOS E LOCACAO DE VEICULOS LTDA;06.025.302/0001-09;FTM-8I46;Não;Sim;Não;2025-11-14;2025-01-05;2015;Executivo;16;16;H - Cadeira de transbordo.;Micro-ônibus
A.R. TRANSPORTE: FRETAMENTOS E LOCACAO DE VEICULOS LTDA;06.025.302/0001-09;FVA-8B25;Não;Sim;Não;2025-11-12;2025-01-05;2015;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
A.R. TRANSPORTE: FRETAMENTOS E LOCACAO DE VEICULOS LTDA;06.025.302/0001-09;LTU-4E11;Não;Sim;Não;2025-11-12;2025-01-05;2019;Executivo;19;19;Sem Acessibilidade;Micro-ônibus
A.R. TRANSPORTE: FRETAMENTOS E LOCACAO DE VEICULOS LTDA;06.025.302/0001-09;TIU-2J86;Não;Sim;Não;2025-11-11;2024-12-30;2024;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
A.S. OLIVEIRA TRANSPORTES LTDA;09.148.001/0001-52;DTD-3G05;Não;Sim;Não;2025-04-01;2025-10-01;2007;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
A.S. TRANSPORTES LTDA;57.705.097/0001-55;EOO-5119;Não;Sim;Não;2025-07-12;2024-12-22;2019;Executivo;28;28;E - Dispositivo de acesso instalado no veículo, interligando este com a plataforma.;Ônibus
A.S. TRANSPORTES LTDA;57.705.097/0001-55;GAH-5797;Não;Sim;Não;2025-09-13;2024-12-22;2019;Executivo;28;28;H - Cadeira de transbordo.;Ônibus
A.S. TRANSPORTES LTDA;57.705.097/0001-55;GCY-3646;Não;Sim;Não;2025-08-08;2024-12-22;2019;Executivo;28;28;H - Cadeira de transbordo.;Ônibus
A.S. TRANSPORTES LTDA;57.705.097/0001-55;GCZ-8J58;Não;Sim;Não;2025-09-11;2024-12-22;2018;Executivo;48;48;H - Cadeira de transbordo.;Ônibus
A.S.A TURISMO LTDA. - ME;10.611.098/0001-77;QOB-8604;Não;Sim;Não;2025-05-06;2025-08-15;2017;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
A.S.A TURISMO LTDA. - ME;10.611.098/0001-77;RBV-8F67;Não;Sim;Não;2025-09-19;2025-09-18;2020;Executivo;13;13;Sem Acessibilidade;Micro-ônibus
A.S.S. TURISMO LTDA - ME;82.342.510/0001-01;AUM-3J92;Não;Sim;Não;2025-11-12;2025-11-04;2011;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
A.S.S. TURISMO LTDA - ME;82.342.510/0001-01;JBL-5G00;Não;Sim;Não;2025-06-17;2025-07-12;2013;Executivo;62;62;H - Cadeira de transbordo.;Ônibus
A.T.E TRANSPORTES LTDA;17.543.246/0001-02;QHG-8J33;Não;Sim;Não;2025-12-03;2025-12-06;2014;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
A.V. TRANSPORTES UNIVERSITARIO EIRELI;05.520.905/0001-06;BAI-4198;Não;Sim;Não;2025-12-17;2025-07-20;2015;Executivo;20;20;Sem Acessibilidade;Micro-ônibus
A.V.K TRANSPORTES RODOVIARIOS INTERMUNICIPAL LTDA;03.919.510/0001-55;AVK-5998;Não;Sim;Não;2025-10-08;2025-10-14;2015;Executivo;20;20;Sem Acessibilidade;Micro-ônibus
A2 SILVA SOARES TRANSPORTE LTDA;22.743.112/0001-75;AQP-4A07;Não;Sim;Não;2025-08-02;2025-01-14;2015;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
A2 SILVA SOARES TRANSPORTE LTDA;22.743.112/0001-75;AUI-4B33;Não;Sim;Não;2025-11-12;2025-08-12;2011;Semileito;46;44;H - Cadeira de transbordo.;Ônibus
A2 SILVA SOARES TRANSPORTE LTDA;22.743.112/0001-75;MLG-4A30;Não;Sim;Não;2025-09-26;2025-06-04;2012;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
A2 VIAGEM E TURISMO LTDA;29.714.728/0001-67;MRE-5B95;Não;Sim;Não;2025-04-02;2025-10-10;1998;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
A3 VIAGENS E TURISMO EIRELI;36.485.917/0001-70;NVC-1E01;Não;Sim;Não;2025-09-04;2025-08-21;2010;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
A3P BUS TRANSPORTES DE PASSAGEIROS LTDA;57.494.220/0001-36;AYW-7B23;Não;Sim;Não;2025-03-09;2025-10-10;2014;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
A3P BUS TRANSPORTES DE PASSAGEIROS LTDA;57.494.220/0001-36;AYW-7B25;Não;Sim;Não;2025-06-14;2025-10-10;2014;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
A3P BUS TRANSPORTES DE PASSAGEIROS LTDA;57.494.220/0001-36;BFZ-9A60;Não;Sim;Não;2025-05-31;2025-10-10;2011;Executivo;48;48;H - Cadeira de transbordo.;Ônibus
A3P BUS TRANSPORTES DE PASSAGEIROS LTDA;57.494.220/0001-36;BFZ-9A61;Não;Sim;Não;2025-10-25;2025-10-10;2011;Executivo;48;48;H - Cadeira de transbordo.;Ônibus
A3P BUS TRANSPORTES DE PASSAGEIROS LTDA;57.494.220/0001-36;BXZ-1D46;Não;Sim;Não;2025-08-14;2025-10-10;2021;Executivo;33;33;E - Dispositivo de acesso instalado no veículo, interligando este com a plataforma.;Ônibus
A3P BUS TRANSPORTES DE PASSAGEIROS LTDA;57.494.220/0001-36;CUB-0F30;Não;Sim;Não;2025-03-27;2025-10-10;2010;Executivo;48;48;H - Cadeira de transbordo.;Ônibus
A3P BUS TRANSPORTES DE PASSAGEIROS LTDA;57.494.220/0001-36;CUB-0F31;Não;Sim;Não;2025-05-06;2025-10-10;2010;Executivo;48;48;H - Cadeira de transbordo.;Ônibus
A3P BUS TRANSPORTES DE PASSAGEIROS LTDA;57.494.220/0001-36;DBL-4H60;Não;Sim;Não;2025-04-12;2025-10-10;2010;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
A3P BUS TRANSPORTES DE PASSAGEIROS LTDA;57.494.220/0001-36;DMB-8I01;Não;Sim;Não;2025-05-07;2025-10-10;2021;Executivo;33;33;E - Dispositivo de acesso instalado no veículo, interligando este com a plataforma.;Ônibus
A3P BUS TRANSPORTES DE PASSAGEIROS LTDA;57.494.220/0001-36;EGK-9E51;Não;Sim;Não;2024-12-28;2025-10-10;2010;Executivo;52;52;E - Dispositivo de acesso instalado no veículo, interligando este com a plataforma.;Ônibus
A3P BUS TRANSPORTES DE PASSAGEIROS LTDA;57.494.220/0001-36;EJV-6C27;Não;Sim;Não;2025-04-11;2025-10-10;2011;Executivo;28;28;H - Cadeira de transbordo.;Ônibus
A3P BUS TRANSPORTES DE PASSAGEIROS LTDA;57.494.220/0001-36;EJZ-9B32;Não;Sim;Não;2025-06-17;2025-10-10;2009;Executivo;46;46;E - Dispositivo de acesso instalado no veículo, interligando este com a plataforma.;Ônibus
A3P BUS TRANSPORTES DE PASSAGEIROS LTDA;57.494.220/0001-36;ESU-4379;Não;Sim;Não;2025-05-03;2025-10-10;2010;Executivo;48;48;H - Cadeira de transbordo.;Ônibus
A3P BUS TRANSPORTES DE PASSAGEIROS LTDA;57.494.220/0001-36;ESU-4380;Não;Sim;Não;2025-03-23;2025-10-10;2010;Executivo;48;48;H - Cadeira de transbordo.;Ônibus
A3P BUS TRANSPORTES DE PASSAGEIROS LTDA;57.494.220/0001-36;ESU-4D81;Não;Sim;Não;2025-04-19;2025-10-10;2010;Executivo;48;48;H - Cadeira de transbordo.;Ônibus
A3P BUS TRANSPORTES DE PASSAGEIROS LTDA;57.494.220/0001-36;ESU-4D82;Não;Sim;Não;2025-04-24;2025-10-10;2010;Executivo;48;48;H - Cadeira de transbordo.;Ônibus
A3P BUS TRANSPORTES DE PASSAGEIROS LTDA;57.494.220/0001-36;ESU-4D86;Não;Sim;Não;2025-11-22;2025-10-10;2010;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
A3P BUS TRANSPORTES DE PASSAGEIROS LTDA;57.494.220/0001-36;EVW-3D98;Não;Sim;Não;2025-12-12;2025-10-10;2019;Executivo;18;18;Sem Acessibilidade;Micro-ônibus
A3P BUS TRANSPORTES DE PASSAGEIROS LTDA;57.494.220/0001-36;FCB-9G85;Não;Sim;Não;2025-05-08;2025-10-10;2021;Executivo;33;33;E - Dispositivo de acesso instalado no veículo, interligando este com a plataforma.;Ônibus
A3P BUS TRANSPORTES DE PASSAGEIROS LTDA;57.494.220/0001-36;FFW-5C67;Não;Sim;Não;2025-11-04;2025-10-10;2013;Executivo;48;48;H - Cadeira de transbordo.;Ônibus
A3P BUS TRANSPORTES DE PASSAGEIROS LTDA;57.494.220/0001-36;FFW-5C69;Não;Sim;Não;2025-10-24;2025-10-10;2013;Executivo;48;48;H - Cadeira de transbordo.;Ônibus
A3P BUS TRANSPORTES DE PASSAGEIROS LTDA;57.494.220/0001-36;FFW-5C88;Não;Sim;Não;2025-11-27;2025-10-10;2013;Executivo;49;49;H - Cadeira de transbordo.;Ônibus
A3P BUS TRANSPORTES DE PASSAGEIROS LTDA;57.494.220/0001-36;FIL-8C64;Não;Sim;Não;2025-06-14;2025-10-10;2021;Executivo;33;33;E - Dispositivo de acesso instalado no veículo, interligando este com a plataforma.;Ônibus
A3P BUS TRANSPORTES DE PASSAGEIROS LTDA;57.494.220/0001-36;FXU-4I70;Não;Sim;Não;2025-10-18;2025-10-10;2014;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
A3P BUS TRANSPORTES DE PASSAGEIROS LTDA;57.494.220/0001-36;GEI-2729;Não;Sim;Não;2025-06-18;2025-10-10;2014;Executivo;33;33;H - Cadeira de transbordo.;Ônibus
A3P BUS TRANSPORTES DE PASSAGEIROS LTDA;57.494.220/0001-36;GHY-1A88;Não;Sim;Não;2025-03-23;2025-10-10;2017;Executivo;33;33;H - Cadeira de transbordo.;Ônibus
A3P BUS TRANSPORTES DE PASSAGEIROS LTDA;57.494.220/0001-36;OUQ-2H65;Não;Sim;Não;2025-04-26;2025-10-10;2013;Executivo;31;31;H - Cadeira de transbordo.;Ônibus
A6S TRANSPORTE E LOGISTICA LTDA;21.526.672/0001-05;ECM-5G58;Não;Sim;Não;2025-08-07;2025-01-14;2011;Executivo;49;49;D - Passagem em nível da plataforma de embarque / desembarque do terminal (ou ponto de parada) para o salão de passageiros.;Ônibus
A6S TRANSPORTE E LOGISTICA LTDA;21.526.672/0001-05;QGT-5B80;Não;Sim;Não;2025-11-11;2025-01-14;2017;Executivo;21;21;Sem Acessibilidade;Micro-ônibus
A6S TRANSPORTE E LOGISTICA LTDA;21.526.672/0001-05;TKB-3H00;Não;Sim;Não;2025-11-11;2025-01-14;2024;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
AAVA LOCACOES E TRANSPORTES LTDA;18.087.315/0001-83;LRS-8B77;Não;Sim;Não;2025-09-28;2025-01-12;2014;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
AAVA LOCACOES E TRANSPORTES LTDA;18.087.315/0001-83;PWQ-5B96;Não;Sim;Não;2025-10-05;2025-01-12;2015;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
AAVA VIAGENS E TURISMO LTDA;37.762.659/0001-95;LMD-5D08;Não;Sim;Não;2025-08-07;2025-06-07;2014;Executivo;48;48;H - Cadeira de transbordo.;Ônibus
AB TRANSPORTADORA TURISTICA LTDA;46.250.920/0001-69;BCF-7F80;Não;Sim;Não;2025-07-16;2025-11-29;2018;Executivo;56;56;H - Cadeira de transbordo.;Ônibus
AB TRANSPORTADORA TURISTICA LTDA;46.250.920/0001-69;SVL-6D33;Não;Sim;Não;2025-06-20;2025-09-06;2024;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
AB TURISMO LTDA;04.359.891/0001-28;MLF-8J87;Não;Sim;Não;2025-12-09;2025-06-10;2012;Executivo;43;43;H - Cadeira de transbordo.;Ônibus
AB VIA CERTA TRANSPORTE & TURISMO LTDA;04.132.184/0001-02;IVF-9712;Não;Sim;Não;2025-06-10;2025-07-23;2013;Executivo;28;28;H - Cadeira de transbordo.;Ônibus
ABADE TRANSPORTES E TURISMO LTDA;43.538.929/0001-81;MQQ-1G65;Não;Sim;Não;2025-04-23;2025-10-08;2006;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
ABATTI & FERNANDES DE OLIVEIRA VIAGENS E TURISMO LTDA;14.073.554/0001-23;MDD-2F67;Não;Sim;Não;2025-06-13;2025-09-11;2004;Executivo;31;31;Q - Cadeira de transbordo;Ônibus
ABATTI & FERNANDES DE OLIVEIRA VIAGENS E TURISMO LTDA;14.073.554/0001-23;MDE-7988;Não;Sim;Não;2025-03-12;2025-10-04;2003;Executivo;50;50;Q - Cadeira de transbordo;Ônibus
ABATTI & FERNANDES DE OLIVEIRA VIAGENS E TURISMO LTDA;14.073.554/0001-23;QHS-4565;Não;Sim;Não;2025-06-12;2025-10-13;2014;Executivo;21;21;H - Cadeira de transbordo.;Ônibus
ABBA PAI TRANSPORTES LTDA;16.416.418/0001-14;AXT-1B28;Não;Sim;Não;2025-10-31;2025-10-29;2013;Executivo;48;48;H - Cadeira de transbordo.;Ônibus
ABBATUR TRANSPORTE, TURISMO E LOCACAO LTDA;07.293.334/0001-40;ABX-0182;Não;Sim;Não;2025-09-11;2025-01-05;2018;Executivo;27;27;H - Cadeira de transbordo.;Ônibus
ABBATUR TRANSPORTE, TURISMO E LOCACAO LTDA;07.293.334/0001-40;AUL-9J21;Não;Sim;Não;2025-11-13;2025-01-05;2011;Executivo;45;45;H - Cadeira de transbordo.;Ônibus
ABBATUR TRANSPORTE, TURISMO E LOCACAO LTDA;07.293.334/0001-40;AZG-1303;Não;Sim;Não;2025-11-05;2025-01-05;2013;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
ABBATUR TRANSPORTE, TURISMO E LOCACAO LTDA;07.293.334/0001-40;BBU-1705;Não;Sim;Não;2025-09-24;2025-01-05;2014;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
ABBATUR TRANSPORTE, TURISMO E LOCACAO LTDA;07.293.334/0001-40;TAJ-8F77;Não;Sim;Não;2025-08-02;2025-01-05;2024;Executivo;16;16;Q - Cadeira de transbordo;Micro-ônibus
ABBATUR TRANSPORTE, TURISMO E LOCACAO LTDA;07.293.334/0001-40;TAQ-1C66;Não;Sim;Não;2025-10-08;2025-01-05;2024;Convencional;15;15;Q - Cadeira de transbordo;Micro-ônibus
ABELAZERI AGENCIA DE VIAGENS E TURISMO LTDA;06.374.378/0001-31;MKB-7307;Não;Sim;Não;2025-02-06;2025-10-04;2012;Executivo;30;30;H - Cadeira de transbordo.;Ônibus
ABELAZERI AGENCIA DE VIAGENS E TURISMO LTDA;06.374.378/0001-31;OLL-6330;Não;Sim;Não;2025-09-27;2025-10-04;2014;Executivo;63;63;H - Cadeira de transbordo.;Ônibus
ABELAZERI AGENCIA DE VIAGENS E TURISMO LTDA;06.374.378/0001-31;PBW-4C75;Não;Sim;Não;2025-10-17;2025-10-04;2019;Executivo;45;45;H - Cadeira de transbordo.;Ônibus
ABENCOADO LOCACAO DE VEICULOS LTDA;21.612.044/0001-42;DPF-4G76;Não;Sim;Não;2025-10-01;2025-08-13;2011;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
ABENCOADO LOCACAO DE VEICULOS LTDA;21.612.044/0001-42;FSP-2G32;Não;Sim;Não;2025-08-27;2025-08-29;2022;Executivo;19;19;Sem Acessibilidade;Micro-ônibus
ABENCOADO LOCACAO DE VEICULOS LTDA;21.612.044/0001-42;QUS-6H97;Não;Sim;Não;2025-01-17;2025-10-21;2019;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
ABF RODRIGUES E GIACOMELLO TRANSPORTE RODOVIARIO DE PASSAGEIROS LTDA;34.269.270/0001-14;GCQ-6E11;Não;Sim;Não;2025-11-19;2025-12-07;2022;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
ABIATAR TURISMO LTDA;23.051.590/0001-87;PWJ-1E16;Não;Sim;Não;2025-10-24;2025-07-18;2015;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
ABILIO TRANSPORTES LTDA;11.946.239/0001-75;OLF-3H21;Não;Sim;Não;2025-12-05;2025-01-04;2011;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
ABRE CAMPO TRANSPORTES LTDA;19.390.772/0001-05;GVE-9231;Não;Sim;Não;2025-02-22;2025-08-22;2004;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
ABTUR TRANSPORTE E TURISMO LTDA;04.534.340/0001-53;OOS-7A54;Não;Sim;Não;2025-03-15;2025-08-21;2015;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
AC TRANSPORTES E SERVICOS LTDA;04.205.633/0001-97;PXA-1083;Não;Sim;Não;2025-10-23;2025-05-12;2014;Semileito;44;44;H - Cadeira de transbordo.;Ônibus
AC TRANSPORTES E SERVICOS LTDA;04.205.633/0001-97;RNZ-2E38;Não;Sim;Não;2025-11-19;2025-05-12;2020;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
AC TRANSPORTES E SERVICOS LTDA;04.205.633/0001-97;RNZ-2E40;Não;Sim;Não;2025-10-02;2025-05-12;2020;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
AC TRANSPORTES, FRETAMENTO E TURISMO LTDA;42.094.455/0001-63;RKB-0H93;Não;Sim;Não;2025-09-24;2025-06-12;2019;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
AÇÃO E SOLUÇÃO VIAGENS E TURISMO LTDA;13.069.668/0001-37;AXO-1C37;Não;Sim;Não;2025-07-30;2025-01-24;2013;Executivo;33;33;H - Cadeira de transbordo.;Ônibus
AÇÃO E SOLUÇÃO VIAGENS E TURISMO LTDA;13.069.668/0001-37;LPG-8J92;Não;Sim;Não;2025-03-04;2025-09-05;2008;Executivo;46;46;F - Rampa móvel colocada entre o veículo e a plataforma.;Ônibus
ACAO TRANSPORTES E TURISMO LTDA;02.198.980/0001-04;FFN-2854;Não;Sim;Não;2025-07-12;2025-03-28;2012;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
ACAO TRANSPORTES E TURISMO LTDA;02.198.980/0001-04;FOW-0046;Não;Sim;Não;2025-07-13;2025-03-28;2018;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
ACAO TRANSPORTES E TURISMO LTDA;02.198.980/0001-04;KNZ-2362;Não;Sim;Não;2025-08-05;2025-03-28;2011;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
ACAUA TRANSPORTES E TURISMO LTDA;10.694.142/0001-50;OSG-3A83;Não;Sim;Não;2025-07-10;2025-01-22;2013;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
